Dīgha Nikāya 28 ||| Long Discourses 28
Bhagavāpi, bhante, etarahi arahaṁ sammāsambuddho pañca nīvaraṇe pahāya cetaso upakkilese paññāya dubbalīkaraṇe catūsu satipaṭṭhānesu suppatiṭṭhitacitto satta sambojjhaṅge yathābhūtaṁ bhāvetvā anuttaraṁ sammāsambodhiṁ abhisambuddho.
Idhāhaṁ, bhante, yena bhagavā tenupasaṅkamiṁ dhammassavanāya. ||| Sir, once I approached the Buddha to listen to the teaching.
Tassa me, bhante, bhagavā dhammaṁ deseti uttaruttaraṁ paṇītapaṇītaṁ kaṇhasukkasappaṭibhāgaṁ. ||| He explained Dhamma with its higher and higher stages, with its better and better stages, with its dark and bright sides.
Yathā yathā me, bhante, bhagavā dhammaṁ desesi uttaruttaraṁ paṇītapaṇītaṁ kaṇhasukkasappaṭibhāgaṁ tathā tathāhaṁ tasmiṁ dhamme abhiññā idhekaccaṁ dhammaṁ dhammesu niṭṭhamagamaṁ; satthari pasīdiṁ: ||| When I directly knew a certain principle of those teachings, in accordance with how I was taught, I came to a conclusion about the teachings. I had confidence in the Teacher:
‘sammāsambuddho bhagavā, svākkhāto bhagavatā dhammo, suppaṭipanno sāvakasaṅgho’ti. ||| ‘The Blessed One is a fully awakened Buddha. The teaching is well explained. The Saṅgha is practicing well.’
1.1. Kusaladhammadesanā ||| 1.1. Teaching Skillful Qualities
Aparaṁ pana, bhante, etadānuttariyaṁ, yathā bhagavā dhammaṁ deseti kusalesu dhammesu. ||| And moreover, sir, how the Buddha teaches skillful qualities is unsurpassable.
Tatrime kusalā dhammā seyyathidaṁ— ||| This consists of such skillful qualities as
cattāro satipaṭṭhānā, cattāro sammappadhānā, cattāro iddhipādā, pañcindriyāni, pañca balāni, satta bojjhaṅgā, ariyo aṭṭhaṅgiko maggo. ||| the four kinds of mindfulness meditation, the four right efforts, the four bases of psychic power, the five faculties, the five powers, the seven awakening factors, and the noble eightfold path.
Idha, bhante, bhikkhu āsavānaṁ khayā anāsavaṁ cetovimuttiṁ paññāvimuttiṁ diṭṭheva dhamme sayaṁ abhiññā sacchikatvā upasampajja viharati. ||| By these a mendicant realizes the undefiled freedom of heart and freedom by wisdom in this very life. And they live having realized it with their own insight due to the ending of defilements.
Etadānuttariyaṁ, bhante, kusalesu dhammesu. ||| This is unsurpassable when it comes to skillful qualities.
Taṁ bhagavā asesamabhijānāti, taṁ bhagavato asesamabhijānato uttari abhiññeyyaṁ natthi, yadabhijānaṁ añño samaṇo vā brāhmaṇo vā bhagavatā bhiyyobhiññataro assa, yadidaṁ kusalesu dhammesu. ||| The Buddha understands this without exception. There is nothing to be understood beyond this whereby another ascetic or brahmin might be superior in direct knowledge to the Buddha when it comes to skillful qualities.
1.2. Āyatanapaṇṇattidesanā ||| 1.2. Describing the Sense Fields
Aparaṁ pana, bhante, etadānuttariyaṁ, yathā bhagavā dhammaṁ deseti āyatanapaṇṇattīsu. ||| And moreover, sir, how the Buddha teaches the description of the sense fields is unsurpassable.
Chayimāni, bhante, ajjhattikabāhirāni āyatanāni. ||| There are these six interior and exterior sense fields.
Cakkhuñceva rūpā ca, sotañceva saddā ca, ghānañceva gandhā ca, jivhā ceva rasā ca, kāyo ceva phoṭṭhabbā ca, mano ceva dhammā ca. ||| The eye and sights, the ear and sounds, the nose and smells, the tongue and tastes, the body and touches, and the mind and ideas.
Etadānuttariyaṁ, bhante, āyatanapaṇṇattīsu. ||| This is unsurpassable when it comes to describing the sense fields.
Taṁ bhagavā asesamabhijānāti, taṁ bhagavato asesamabhijānato uttari abhiññeyyaṁ natthi, yadabhijānaṁ añño samaṇo vā brāhmaṇo vā bhagavatā bhiyyobhiññataro assa yadidaṁ āyatanapaṇṇattīsu. ||| The Buddha understands this without exception. There is nothing to be understood beyond this whereby another ascetic or brahmin might be superior in direct knowledge to the Buddha when it comes to describing the sense fields.
1.3. Gabbhāvakkantidesanā ||| 1.3. The Conception of the Embryo
Aparaṁ pana, bhante, etadānuttariyaṁ, yathā bhagavā dhammaṁ deseti gabbhāvakkantīsu. ||| And moreover, sir, how the Buddha teaches the conception of the embryo is unsurpassable.
Catasso imā, bhante, gabbhāvakkantiyo. ||| There are these four kinds of conception.
Idha, bhante, ekacco asampajāno mātukucchiṁ okkamati; asampajāno mātukucchismiṁ ṭhāti; asampajāno mātukucchimhā nikkhamati. Ayaṁ paṭhamā gabbhāvakkanti. ||| Firstly, someone is unaware when conceived in their mother’s womb, unaware as they remain there, and unaware as they emerge. This is the first kind of conception.
Puna caparaṁ, bhante, idhekacco sampajāno mātukucchiṁ okkamati; asampajāno mātukucchismiṁ ṭhāti; asampajāno mātukucchimhā nikkhamati. Ayaṁ dutiyā gabbhāvakkanti. ||| Furthermore, someone is aware when conceived in their mother’s womb, but unaware as they remain there, and unaware as they emerge. This is the second kind of conception.
Puna caparaṁ, bhante, idhekacco sampajāno mātukucchiṁ okkamati; sampajāno mātukucchismiṁ ṭhāti; asampajāno mātukucchimhā nikkhamati. Ayaṁ tatiyā gabbhāvakkanti. ||| Furthermore, someone is aware when conceived in their mother’s womb, aware as they remain there, but unaware as they emerge. This is the third kind of conception.
Puna caparaṁ, bhante, idhekacco sampajāno mātukucchiṁ okkamati; sampajāno mātukucchismiṁ ṭhāti; sampajāno mātukucchimhā nikkhamati. Ayaṁ catutthā gabbhāvakkanti. ||| Furthermore, someone is aware when conceived in their mother’s womb, aware as they remain there, and aware as they emerge. This is the fourth kind of conception.
Etadānuttariyaṁ, bhante, gabbhāvakkantīsu. ||| This is unsurpassable when it comes to the conception of the embryo.
1.4. Ādesanavidhādesanā ||| 1.4. Ways of Revealing
Aparaṁ pana, bhante, etadānuttariyaṁ, yathā bhagavā dhammaṁ deseti ādesanavidhāsu. ||| And moreover, sir, how the Buddha teaches the different ways of revealing is unsurpassable.
Catasso imā, bhante, ādesanavidhā. ||| There are these four ways of revealing.
Idha, bhante, ekacco nimittena ādisati: ||| Firstly, someone reveals by means of a sign,
‘evampi te mano, itthampi te mano, itipi te cittan’ti. ||| ‘This is what you’re thinking, such is your thought, and thus is your state of mind.’
So bahuñcepi ādisati, tatheva taṁ hoti, no aññathā. ||| And even if they reveal this many times, it turns out exactly so, not otherwise.
Ayaṁ paṭhamā ādesanavidhā. ||| This is the first way of revealing.
Puna caparaṁ, bhante, idhekacco na heva kho nimittena ādisati. Api ca kho manussānaṁ vā amanussānaṁ vā devatānaṁ vā saddaṁ sutvā ādisati: ||| Furthermore, someone reveals after hearing it from humans or non-humans or deities,
‘evampi te mano, itthampi te mano, itipi te cittan’ti. ||| ‘This is what you’re thinking, such is your thought, and thus is your state of mind.’
So bahuñcepi ādisati, tatheva taṁ hoti, no aññathā. ||| And even if they reveal this many times, it turns out exactly so, not otherwise.
Ayaṁ dutiyā ādesanavidhā. ||| This is the second way of revealing.
Puna caparaṁ, bhante, idhekacco na heva kho nimittena ādisati, nāpi manussānaṁ vā amanussānaṁ vā devatānaṁ vā saddaṁ sutvā ādisati. Api ca kho vitakkayato vicārayato vitakkavipphārasaddaṁ sutvā ādisati: ||| Furthermore, someone reveals by hearing the sound of thought spreading as someone thinks and considers,
‘evampi te mano, itthampi te mano, itipi te cittan’ti. ||| ‘This is what you’re thinking, such is your thought, and thus is your state of mind.’
So bahuñcepi ādisati, tatheva taṁ hoti, no aññathā. ||| And even if they reveal this many times, it turns out exactly so, not otherwise.
Ayaṁ tatiyā ādesanavidhā. ||| This is the third way of revealing.
Puna caparaṁ, bhante, idhekacco na heva kho nimittena ādisati, nāpi manussānaṁ vā amanussānaṁ vā devatānaṁ vā saddaṁ sutvā ādisati, nāpi vitakkayato vicārayato vitakkavipphārasaddaṁ sutvā ādisati. Api ca kho avitakkaṁ avicāraṁ samādhiṁ samāpannassa cetasā ceto paricca pajānāti: ||| Furthermore, someone comprehends the mind of one who has attained the immersion that’s free of placing the mind and keeping it connected. They understand,
‘yathā imassa bhoto manosaṅkhārā paṇihitā. Tathā imassa cittassa anantarā imaṁ nāma vitakkaṁ vitakkessatī’ti. ||| ‘Judging by the way this worthy’s intentions are directed, immediately after this mind state, they’ll think this thought.’
So bahuñcepi ādisati, tatheva taṁ hoti, no aññathā. ||| And even if they reveal this many times, it turns out exactly so, not otherwise.
Ayaṁ catutthā ādesanavidhā. ||| This is the fourth way of revealing.
Etadānuttariyaṁ, bhante, ādesanavidhāsu. ||| This is unsurpassable when it comes to the ways of revealing.
1.5. Dassanasamāpattidesanā ||| 1.5. Attainments of Vision
Aparaṁ pana, bhante, etadānuttariyaṁ, yathā bhagavā dhammaṁ deseti dassanasamāpattīsu. ||| And moreover, sir, how the Buddha teaches the attainments of vision is unsurpassable.
Catasso imā, bhante, dassanasamāpattiyo. ||| There are these four attainments of vision.
Idha, bhante, ekacco samaṇo vā brāhmaṇo vā ātappamanvāya padhānamanvāya anuyogamanvāya appamādamanvāya sammāmanasikāramanvāya tathārūpaṁ cetosamādhiṁ phusati, yathāsamāhite citte imameva kāyaṁ uddhaṁ pādatalā adho kesamatthakā tacapariyantaṁ pūraṁ nānappakārassa asucino paccavekkhati: ||| Firstly, some ascetic or brahmin—by dint of keen, resolute, committed, and diligent effort, and right application of mind—experiences an immersion of the heart of such a kind that they examine their own body up from the soles of the feet and down from the tips of the hairs, wrapped in skin and full of many kinds of filth.
‘atthi imasmiṁ kāye kesā lomā nakhā dantā taco maṁsaṁ nhāru aṭṭhi aṭṭhimiñjaṁ vakkaṁ hadayaṁ yakanaṁ kilomakaṁ pihakaṁ papphāsaṁ antaṁ antaguṇaṁ udariyaṁ karīsaṁ pittaṁ semhaṁ pubbo lohitaṁ sedo medo assu vasā kheḷo siṅghānikā lasikā muttan’ti. ||| ‘In this body there is head hair, body hair, nails, teeth, skin, flesh, sinews, bones, bone marrow, kidneys, heart, liver, diaphragm, spleen, lungs, intestines, mesentery, undigested food, feces, bile, phlegm, pus, blood, sweat, fat, tears, grease, saliva, snot, synovial fluid, urine.’
Ayaṁ paṭhamā dassanasamāpatti. ||| This is the first attainment of vision.
Puna caparaṁ, bhante, idhekacco samaṇo vā brāhmaṇo vā ātappamanvāya …pe… tathārūpaṁ cetosamādhiṁ phusati, yathāsamāhite citte imameva kāyaṁ uddhaṁ pādatalā adho kesamatthakā tacapariyantaṁ pūraṁ nānappakārassa asucino paccavekkhati: ||| Furthermore, some ascetic or brahmin experiences that immersion and examines their own body.
‘atthi imasmiṁ kāye kesā lomā …pe… lasikā muttan’ti. ||| ‘In this body there is head hair … urine.’
Atikkamma ca purisassa chavimaṁsalohitaṁ aṭṭhiṁ paccavekkhati. ||| Going further, they examine a person’s bones with skin, flesh, and blood.
Ayaṁ dutiyā dassanasamāpatti. ||| This is the second attainment of vision.
Puna caparaṁ, bhante, idhekacco samaṇo vā brāhmaṇo vā ātappamanvāya …pe… tathārūpaṁ cetosamādhiṁ phusati, yathāsamāhite citte imameva kāyaṁ uddhaṁ pādatalā adho kesamatthakā tacapariyantaṁ pūraṁ nānappakārassa asucino paccavekkhati: ||| Furthermore, some ascetic or brahmin experiences that immersion and examines their own body.
‘atthi imasmiṁ kāye kesā lomā …pe… lasikā muttan’ti. ||| ‘In this body there is head hair … urine.’
Atikkamma ca purisassa chavimaṁsalohitaṁ aṭṭhiṁ paccavekkhati. ||| Going further, they examine a person’s bones with skin, flesh, and blood.
Purisassa ca viññāṇasotaṁ pajānāti, ubhayato abbocchinnaṁ idha loke patiṭṭhitañca paraloke patiṭṭhitañca. ||| And they understand of a person that their stream of consciousness is consistent on both sides: established in both this world and the next.
Ayaṁ tatiyā dassanasamāpatti. ||| This is the third attainment of vision.
Puna caparaṁ, bhante, idhekacco samaṇo vā brāhmaṇo vā ātappamanvāya …pe… tathārūpaṁ cetosamādhiṁ phusati, yathāsamāhite citte imameva kāyaṁ uddhaṁ pādatalā adho kesamatthakā tacapariyantaṁ pūraṁ nānappakārassa asucino paccavekkhati: ||| Furthermore, some ascetic or brahmin experiences that immersion and examines their own body.
‘atthi imasmiṁ kāye kesā lomā …pe… lasikā muttan’ti. ||| ‘In this body there is head hair … urine.’
Atikkamma ca purisassa chavimaṁsalohitaṁ aṭṭhiṁ paccavekkhati. ||| Going further, they examine a person’s bones with skin, flesh, and blood.
Purisassa ca viññāṇasotaṁ pajānāti, ubhayato abbocchinnaṁ idha loke appatiṭṭhitañca paraloke appatiṭṭhitañca. ||| They understand of a person that their stream of consciousness is consistent on both sides: not established in either this world or the next.
Ayaṁ catutthā dassanasamāpatti. ||| This is the fourth attainment of vision.
Etadānuttariyaṁ, bhante, dassanasamāpattīsu. ||| This is unsurpassable when it comes to attainments of vision.
1.6. Puggalapaṇṇattidesanā ||| 1.6. Description of Individuals
Aparaṁ pana, bhante, etadānuttariyaṁ, yathā bhagavā dhammaṁ deseti puggalapaṇṇattīsu. ||| And moreover, sir, how the Buddha teaches the description of individuals is unsurpassable.
Sattime, bhante, puggalā. ||| There are these seven individuals.
Ubhatobhāgavimutto paññāvimutto kāyasakkhi diṭṭhippatto saddhāvimutto dhammānusārī saddhānusārī. ||| One freed both ways, one freed by wisdom, a direct witness, one attained to view, one freed by faith, a follower of teachings, a follower by faith.
Etadānuttariyaṁ, bhante, puggalapaṇṇattīsu. ||| This is unsurpassable when it comes to the description of individuals.
1.7. Padhānadesanā ||| 1.7. Kinds of Striving
Aparaṁ pana, bhante, etadānuttariyaṁ, yathā bhagavā dhammaṁ deseti padhānesu. ||| And moreover, sir, how the Buddha teaches the kinds of striving is unsurpassable.
Sattime, bhante, sambojjhaṅgā satisambojjhaṅgo dhammavicayasambojjhaṅgo vīriyasambojjhaṅgo pītisambojjhaṅgo passaddhisambojjhaṅgo samādhisambojjhaṅgo upekkhāsambojjhaṅgo. ||| There are these seven awakening factors: the awakening factors of mindfulness, investigation of principles, energy, rapture, tranquility, immersion, and equanimity.
Etadānuttariyaṁ, bhante, padhānesu. ||| This is unsurpassable when it comes to the kinds of striving.
1.8. Paṭipadādesanā ||| 1.8. Ways of Practice
Aparaṁ pana, bhante, etadānuttariyaṁ, yathā bhagavā dhammaṁ deseti paṭipadāsu. ||| And moreover, sir, how the Buddha teaches the ways of practice is unsurpassable.
Catasso imā, bhante, paṭipadā dukkhā paṭipadā dandhābhiññā, ||| Painful practice with slow insight,
dukkhā paṭipadā khippābhiññā, ||| painful practice with swift insight,
sukhā paṭipadā dandhābhiññā, ||| pleasant practice with slow insight, and
sukhā paṭipadā khippābhiññāti. ||| pleasant practice with swift insight.
Tatra, bhante, yāyaṁ paṭipadā dukkhā dandhābhiññā, ayaṁ, bhante, paṭipadā ubhayeneva hīnā akkhāyati dukkhattā ca dandhattā ca. ||| Of these, the painful practice with slow insight is said to be inferior both ways: because it’s painful and because it’s slow.
Tatra, bhante, yāyaṁ paṭipadā dukkhā khippābhiññā, ayaṁ pana, bhante, paṭipadā dukkhattā hīnā akkhāyati. ||| The painful practice with swift insight is said to be inferior because it’s painful.
Tatra, bhante, yāyaṁ paṭipadā sukhā dandhābhiññā, ayaṁ pana, bhante, paṭipadā dandhattā hīnā akkhāyati. ||| The pleasant practice with slow insight is said to be inferior because it’s slow.
Tatra, bhante, yāyaṁ paṭipadā sukhā khippābhiññā, ayaṁ pana, bhante, paṭipadā ubhayeneva paṇītā akkhāyati sukhattā ca khippattā ca. ||| But the pleasant practice with swift insight is said to be superior both ways: because it’s pleasant and because it’s swift.
Etadānuttariyaṁ, bhante, paṭipadāsu. ||| This is unsurpassable when it comes to the ways of practice.
1.9. Bhassasamācārādidesanā ||| 1.9. Behavior in Speech
Aparaṁ pana, bhante, etadānuttariyaṁ, yathā bhagavā dhammaṁ deseti bhassasamācāre. ||| And moreover, sir, how the Buddha teaches behavior in speech is unsurpassable.
Idha, bhante, ekacco na ceva musāvādupasañhitaṁ vācaṁ bhāsati na ca vebhūtiyaṁ na ca pesuṇiyaṁ na ca sārambhajaṁ jayāpekkho; ||| It’s when someone doesn’t use speech that’s connected with lying, or divisive, or backbiting, or aggressively trying to win.
mantā mantā ca vācaṁ bhāsati nidhānavatiṁ kālena. ||| They speak only wise counsel, valuable and timely.
Etadānuttariyaṁ, bhante, bhassasamācāre. ||| This is unsurpassable when it comes to behavior in speech.
Aparaṁ pana, bhante, etadānuttariyaṁ, yathā bhagavā dhammaṁ deseti purisasīlasamācāre. ||| And moreover, sir, how the Buddha teaches a person’s ethical behavior is unsurpassable.
Idha, bhante, ekacco sacco cassa saddho ca, na ca kuhako, na ca lapako, na ca nemittiko, na ca nippesiko, na ca lābhena lābhaṁ nijigīsanako, indriyesu guttadvāro, bhojane mattaññū, samakārī, jāgariyānuyogamanuyutto, atandito, āraddhavīriyo, jhāyī, satimā, kalyāṇapaṭibhāno, gatimā, dhitimā, matimā, na ca kāmesu giddho, sato ca nipako ca. ||| It’s when someone is honest and faithful. They don’t use deceit, flattery, hinting, or belittling, and they don’t use material things to chase after other material things. They guard the sense doors and eat in moderation. They’re fair, dedicated to wakefulness, tireless, energetic, and meditative. They have good memory, eloquence, range, retention, and thoughtfulness. They’re not greedy for sensual pleasures. They are mindful and alert.
Etadānuttariyaṁ, bhante, purisasīlasamācāre. ||| This is unsurpassable when it comes to a person’s ethical behavior.
1.10. Anusāsanavidhādesanā ||| 1.10. Responsiveness to Instruction
Aparaṁ pana, bhante, etadānuttariyaṁ, yathā bhagavā dhammaṁ deseti anusāsanavidhāsu. ||| And moreover, sir, how the Buddha teaches the different degrees of responsiveness to instruction is unsurpassable.
Catasso imā, bhante, anusāsanavidhā— ||| There are these four degrees of responsiveness to instruction.
jānāti, bhante, bhagavā aparaṁ puggalaṁ paccattaṁ yonisomanasikārā ||| The Buddha knows by investigating inside another individual:
‘ayaṁ puggalo yathānusiṭṭhaṁ tathā paṭipajjamāno tiṇṇaṁ saṁyojanānaṁ parikkhayā sotāpanno bhavissati avinipātadhammo niyato sambodhiparāyaṇo’ti. ||| ‘By practicing as instructed this individual will, with the ending of three fetters, become a stream-enterer, not liable to be reborn in the underworld, assured, destined for awakening.’
Jānāti, bhante, bhagavā paraṁ puggalaṁ paccattaṁ yonisomanasikārā: ||| The Buddha knows by investigating inside another individual:
‘ayaṁ puggalo yathānusiṭṭhaṁ tathā paṭipajjamāno tiṇṇaṁ saṁyojanānaṁ parikkhayā rāgadosamohānaṁ tanuttā sakadāgāmī bhavissati, sakideva imaṁ lokaṁ āgantvā dukkhassantaṁ karissatī’ti. ||| ‘By practicing as instructed this individual will, with the ending of three fetters, and the weakening of greed, hate, and delusion, become a once-returner. They will come back to this world once only, then make an end of suffering.’
Jānāti, bhante, bhagavā paraṁ puggalaṁ paccattaṁ yonisomanasikārā: ||| The Buddha knows by investigating inside to another individual:
‘ayaṁ puggalo yathānusiṭṭhaṁ tathā paṭipajjamāno pañcannaṁ orambhāgiyānaṁ saṁyojanānaṁ parikkhayā opapātiko bhavissati tattha parinibbāyī anāvattidhammo tasmā lokā’ti. ||| ‘By practicing as instructed this individual will, with the ending of the five lower fetters, be reborn spontaneously. They will be extinguished there, and are not liable to return from that world.’
Jānāti, bhante, bhagavā paraṁ puggalaṁ paccattaṁ yonisomanasikārā: ||| The Buddha knows by investigating inside another individual:
‘ayaṁ puggalo yathānusiṭṭhaṁ tathā paṭipajjamāno āsavānaṁ khayā anāsavaṁ cetovimuttiṁ paññāvimuttiṁ diṭṭheva dhamme sayaṁ abhiññā sacchikatvā upasampajja viharissatī’ti. ||| ‘By practicing as instructed this individual will realize the undefiled freedom of heart and freedom by wisdom in this very life, and live having realized it with their own insight due to the ending of defilements.’
Etadānuttariyaṁ, bhante, anusāsanavidhāsu. ||| This is unsurpassable when it comes to the different degrees of responsiveness to instruction.
1.11. Parapuggalavimuttiñāṇadesanā ||| 1.11. The Knowledge and Freedom of Others
Aparaṁ pana, bhante, etadānuttariyaṁ, yathā bhagavā dhammaṁ deseti parapuggalavimuttiñāṇe. ||| And moreover, sir, how the Buddha teaches the knowledge and freedom of other individuals is unsurpassable.
Jānāti, bhante, bhagavā paraṁ puggalaṁ paccattaṁ yonisomanasikārā: ||| The Buddha knows by investigating inside another individual:
‘ayaṁ puggalo tiṇṇaṁ saṁyojanānaṁ parikkhayā sotāpanno bhavissati avinipātadhammo niyato sambodhiparāyaṇo’ti. ||| ‘With the ending of three fetters this individual will become a stream-enterer, not liable to be reborn in the underworld, assured, destined for awakening.’
Jānāti, bhante, bhagavā paraṁ puggalaṁ paccattaṁ yonisomanasikārā: ||| The Buddha knows by investigating inside another individual:
‘ayaṁ puggalo tiṇṇaṁ saṁyojanānaṁ parikkhayā rāgadosamohānaṁ tanuttā sakadāgāmī bhavissati, sakideva imaṁ lokaṁ āgantvā dukkhassantaṁ karissatī’ti. ||| ‘With the ending of three fetters, and the weakening of greed, hate, and delusion, this individual will become a once-returner. They will come back to this world once only, then make an end of suffering.’
Jānāti, bhante, bhagavā paraṁ puggalaṁ paccattaṁ yonisomanasikārā: ||| The Buddha knows by investigating inside another individual:
‘ayaṁ puggalo pañcannaṁ orambhāgiyānaṁ saṁyojanānaṁ parikkhayā opapātiko bhavissati tattha parinibbāyī anāvattidhammo tasmā lokā’ti. ||| ‘With the ending of the five lower fetters, this individual will be reborn spontaneously. They will be extinguished there, and are not liable to return from that world.’
Jānāti, bhante, bhagavā paraṁ puggalaṁ paccattaṁ yonisomanasikārā: ||| The Buddha knows by investigating inside another individual:
‘ayaṁ puggalo āsavānaṁ khayā anāsavaṁ cetovimuttiṁ paññāvimuttiṁ diṭṭheva dhamme sayaṁ abhiññā sacchikatvā upasampajja viharissatī’ti. ||| ‘This individual will realize the undefiled freedom of heart and freedom by wisdom in this very life, and live having realized it with their own insight due to the ending of defilements.’
