Dīgha Nikāya 29 ||| Long Discourses 29
Tassa kālaṅkiriyāya bhinnā nigaṇṭhā dvedhikajātā …pe… bhinnathūpe appaṭisaraṇe”ti.
Evaṁ vutte, āyasmā ānando cundaṁ samaṇuddesaṁ etadavoca: ||| Ānanda said to him,
“atthi kho idaṁ, āvuso cunda, kathāpābhataṁ bhagavantaṁ dassanāya. ||| “Reverend Cunda, we should see the Buddha about this matter.
Āyāmāvuso cunda, yena bhagavā tenupasaṅkamissāma; upasaṅkamitvā etamatthaṁ bhagavato ārocessāmā”ti. ||| Come, let’s go to the Buddha and tell him about this.”
“Evaṁ, bhante”ti kho cundo samaṇuddeso āyasmato ānandassa paccassosi. ||| “Yes, sir,” replied Cunda.
Atha kho āyasmā ca ānando cundo ca samaṇuddeso yena bhagavā tenupasaṅkamiṁsu; upasaṅkamitvā bhagavantaṁ abhivādetvā ekamantaṁ nisīdiṁsu. Ekamantaṁ nisinno kho āyasmā ānando bhagavantaṁ etadavoca: ||| Then Ānanda and Cunda went to the Buddha, bowed, sat down to one side, and told him what had happened.
“ayaṁ, bhante, cundo samaṇuddeso evamāha, ‘nigaṇṭho, bhante, nāṭaputto pāvāyaṁ adhunākālaṅkato,
tassa kālaṅkiriyāya bhinnā nigaṇṭhā …pe… bhinnathūpe appaṭisaraṇe’”ti.
1. Asammāsambuddhappaveditadhammavinaya ||| 1. The Teaching of the Unawakened
“Evaṁ hetaṁ, cunda, hoti durakkhāte dhammavinaye duppavedite aniyyānike anupasamasaṁvattanike asammāsambuddhappavedite. ||| “That’s what happens, Cunda, when a teaching and training is poorly explained and poorly propounded, not emancipating, not leading to peace, proclaimed by someone who is not a fully awakened Buddha.
Idha, cunda, satthā ca hoti asammāsambuddho, dhammo ca durakkhāto duppavedito aniyyāniko anupasamasaṁvattaniko asammāsambuddhappavedito, ||| Take the case where a teacher is not awakened, and the teaching is poorly explained and poorly propounded, not emancipating, not leading to peace, proclaimed by someone who is not a fully awakened Buddha.
sāvako ca tasmiṁ dhamme na dhammānudhammappaṭipanno viharati na sāmīcippaṭipanno na anudhammacārī, vokkamma ca tamhā dhammā vattati. ||| A disciple in that teaching does not practice in line with the teaching, does not practice following that procedure, does not live in line with the teaching. They proceed having turned away from that teaching.
So evamassa vacanīyo: ||| You should say this to them,
‘tassa te, āvuso, lābhā, tassa te suladdhaṁ, ||| ‘You’re fortunate, reverend, you’re so very fortunate!
satthā ca te asammāsambuddho, dhammo ca durakkhāto duppavedito aniyyāniko anupasamasaṁvattaniko asammāsambuddhappavedito. ||| For your teacher is not awakened, and their teaching is poorly explained and poorly propounded, not emancipating, not leading to peace, proclaimed by someone who is not a fully awakened Buddha.
Tvañca tasmiṁ dhamme na dhammānudhammappaṭipanno viharasi, na sāmīcippaṭipanno, na anudhammacārī, vokkamma ca tamhā dhammā vattasī’ti. ||| But you don’t practice in line with that teaching, you don’t practice following that procedure, you don’t live in line with the teaching. You proceed having turned away from that teaching.’
Iti kho, cunda, satthāpi tattha gārayho, dhammopi tattha gārayho, sāvako ca tattha evaṁ pāsaṁso. ||| In such a case the teacher and the teaching are to blame, but the disciple deserves praise.
Yo kho, cunda, evarūpaṁ sāvakaṁ evaṁ vadeyya: ||| Suppose someone was to say to such a disciple,
‘etāyasmā tathā paṭipajjatu, yathā te satthārā dhammo desito paññatto’ti. ||| ‘Come on, venerable, practice as taught and pointed out by your teacher.’
Yo ca samādapeti, yañca samādapeti, yo ca samādapito tathattāya paṭipajjati. Sabbe te bahuṁ apuññaṁ pasavanti. ||| The one who encourages, the one who they encourage, and the one who practices accordingly all brim with much wickedness.
Taṁ kissa hetu? ||| Why is that?
Evaṁ hetaṁ, cunda, hoti durakkhāte dhammavinaye duppavedite aniyyānike anupasamasaṁvattanike asammāsambuddhappavedite. ||| It’s because that teaching and training is poorly explained and poorly propounded, not emancipating, not leading to peace, proclaimed by someone who is not a fully awakened Buddha.
Idha pana, cunda, satthā ca hoti asammāsambuddho, dhammo ca durakkhāto duppavedito aniyyāniko anupasamasaṁvattaniko asammāsambuddhappavedito, ||| Take the case where a teacher is not awakened, and the teaching is poorly explained and poorly propounded, not emancipating, not leading to peace, proclaimed by someone who is not a fully awakened Buddha.
sāvako ca tasmiṁ dhamme dhammānudhammappaṭipanno viharati sāmīcippaṭipanno anudhammacārī, samādāya taṁ dhammaṁ vattati. ||| A disciple in that teaching practices in line with the teaching, practices following that procedure, lives in line with the teaching. They proceed having undertaken that teaching.
So evamassa vacanīyo: ||| You should say this to them,
‘tassa te, āvuso, alābhā, tassa te dulladdhaṁ, satthā ca te asammāsambuddho, dhammo ca durakkhāto duppavedito aniyyāniko anupasamasaṁvattaniko asammāsambuddhappavedito. ||| ‘It’s your loss, reverend, it’s your misfortune! For your teacher is not awakened, and their teaching is poorly explained and poorly propounded, not emancipating, not leading to peace, proclaimed by someone who is not a fully awakened Buddha.
Tvañca tasmiṁ dhamme dhammānudhammappaṭipanno viharasi sāmīcippaṭipanno anudhammacārī, samādāya taṁ dhammaṁ vattasī’ti. ||| And you practice in line with that teaching, you practice following that procedure, you live in line with the teaching. You proceed having undertaken that teaching.’
Iti kho, cunda, satthāpi tattha gārayho, dhammopi tattha gārayho, sāvakopi tattha evaṁ gārayho. ||| In such a case the teacher, the teaching, and the disciple are all to blame.
Yo kho, cunda, evarūpaṁ sāvakaṁ evaṁ vadeyya: ||| Suppose someone was to say to such a disciple,
‘addhāyasmā ñāyappaṭipanno ñāyamārādhessatī’ti. ||| ‘Clearly the venerable is practicing systematically and will succeed in that system.’
Yo ca pasaṁsati, yañca pasaṁsati, yo ca pasaṁsito bhiyyoso mattāya vīriyaṁ ārabhati. Sabbe te bahuṁ apuññaṁ pasavanti. ||| The one who praises, the one who they praise, and the one who, being praised, rouses up even more energy all brim with much wickedness.
Taṁ kissa hetu? ||| Why is that?
Evañhetaṁ, cunda, hoti durakkhāte dhammavinaye duppavedite aniyyānike anupasamasaṁvattanike asammāsambuddhappavedite. ||| It’s because that teaching and training is poorly explained and poorly propounded, not emancipating, not leading to peace, proclaimed by someone who is not a fully awakened Buddha.
2. Sammāsambuddhappaveditadhammavinaya ||| 2. The Teaching of the Awakened
Idha pana, cunda, satthā ca hoti sammāsambuddho, dhammo ca svākkhāto suppavedito niyyāniko upasamasaṁvattaniko sammāsambuddhappavedito, ||| Take the case where a teacher is awakened, and the teaching is well explained and well propounded, emancipating, leading to peace, proclaimed by someone who is a fully awakened Buddha.
sāvako ca tasmiṁ dhamme na dhammānudhammappaṭipanno viharati, na sāmīcippaṭipanno, na anudhammacārī, vokkamma ca tamhā dhammā vattati. ||| A disciple in that teaching does not practice in line with the teaching, does not practice following that procedure, does not live in line with the teaching. They proceed having turned away from that teaching.
So evamassa vacanīyo: ||| You should say this to them,
‘tassa te, āvuso, alābhā, tassa te dulladdhaṁ, satthā ca te sammāsambuddho, dhammo ca svākkhāto suppavedito niyyāniko upasamasaṁvattaniko sammāsambuddhappavedito. ||| ‘It’s your loss, reverend, it’s your misfortune! For your teacher is awakened, and their teaching is well explained and well propounded, emancipating, leading to peace, proclaimed by someone who is a fully awakened Buddha.
Tvañca tasmiṁ dhamme na dhammānudhammappaṭipanno viharasi, na sāmīcippaṭipanno, na anudhammacārī, vokkamma ca tamhā dhammā vattasī’ti. ||| But you don’t practice in line with that teaching, you don’t practice following that procedure, you don’t live in line with the teaching. You proceed having turned away from that teaching.’
Iti kho, cunda, satthāpi tattha pāsaṁso, dhammopi tattha pāsaṁso, sāvako ca tattha evaṁ gārayho. ||| In such a case the teacher and the teaching deserve praise, but the disciple is to blame.
Yo kho, cunda, evarūpaṁ sāvakaṁ evaṁ vadeyya: ||| Suppose someone was to say to such a disciple,
‘etāyasmā tathā paṭipajjatu yathā te satthārā dhammo desito paññatto’ti. ||| ‘Come on, venerable, practice as taught and pointed out by your teacher.’
Yo ca samādapeti, yañca samādapeti, yo ca samādapito tathattāya paṭipajjati. Sabbe te bahuṁ puññaṁ pasavanti. ||| The one who encourages, the one who they encourage, and the one who practices accordingly all brim with much merit.
Taṁ kissa hetu? ||| Why is that?
Evañhetaṁ, cunda, hoti svākkhāte dhammavinaye suppavedite niyyānike upasamasaṁvattanike sammāsambuddhappavedite. ||| It’s because that teaching and training is well explained and well propounded, emancipating, leading to peace, proclaimed by someone who is a fully awakened Buddha.
Idha pana, cunda, satthā ca hoti sammāsambuddho, dhammo ca svākkhāto suppavedito niyyāniko upasamasaṁvattaniko sammāsambuddhappavedito, ||| Take the case where a teacher is awakened, and the teaching is well explained and well propounded, emancipating, leading to peace, proclaimed by someone who is a fully awakened Buddha.
sāvako ca tasmiṁ dhamme dhammānudhammappaṭipanno viharati sāmīcippaṭipanno anudhammacārī, samādāya taṁ dhammaṁ vattati. ||| A disciple in that teaching practices in line with the teaching, practices following that procedure, lives in line with the teaching. They proceed having undertaken that teaching.
So evamassa vacanīyo: ||| You should say this to them,
‘tassa te, āvuso, lābhā, tassa te suladdhaṁ, ||| ‘You’re fortunate, reverend, you’re so very fortunate!
satthā ca te sammāsambuddho, dhammo ca svākkhāto suppavedito niyyāniko upasamasaṁvattaniko sammāsambuddhappavedito. ||| For your teacher is awakened, and their teaching is well explained and well propounded, emancipating, leading to peace, proclaimed by someone who is a fully awakened Buddha.
Tvañca tasmiṁ dhamme dhammānudhammappaṭipanno viharasi sāmīcippaṭipanno anudhammacārī, samādāya taṁ dhammaṁ vattasī’ti. ||| And you practice in line with that teaching, you practice following that procedure, you live in line with the teaching. You proceed having undertaken that teaching.’
Iti kho, cunda, satthāpi tattha pāsaṁso, dhammopi tattha pāsaṁso, sāvakopi tattha evaṁ pāsaṁso. ||| In such a case the teacher, the teaching, and the disciple all deserve praise.
Yo kho, cunda, evarūpaṁ sāvakaṁ evaṁ vadeyya: ||| Suppose someone was to say to such a disciple,
‘addhāyasmā ñāyappaṭipanno ñāyamārādhessatī’ti. ||| ‘Clearly the venerable is practicing systematically and will succeed in that system.’
Yo ca pasaṁsati, yañca pasaṁsati, yo ca pasaṁsito bhiyyoso mattāya vīriyaṁ ārabhati. Sabbe te bahuṁ puññaṁ pasavanti. ||| The one who praises, the one who they praise, and the one who, being praised, rouses up even more energy all brim with much merit.
Taṁ kissa hetu? ||| Why is that?
Evañhetaṁ, cunda, hoti svākkhāte dhammavinaye suppavedite niyyānike upasamasaṁvattanike sammāsambuddhappavedite. ||| It’s because that teaching and training is well explained and well propounded, emancipating, leading to peace, proclaimed by someone who is a fully awakened Buddha.
3. Sāvakānutappasatthu ||| 3. When Disciples Have Regrets
Idha pana, cunda, satthā ca loke udapādi arahaṁ sammāsambuddho, dhammo ca svākkhāto suppavedito niyyāniko upasamasaṁvattaniko sammāsambuddhappavedito, ||| Take the case where a teacher arises in the world who is perfected, a fully awakened Buddha. The teaching is well explained and well propounded, emancipating, leading to peace, proclaimed by someone who is fully awakened.
aviññāpitatthā cassa honti sāvakā saddhamme, na ca tesaṁ kevalaṁ paripūraṁ brahmacariyaṁ āvikataṁ hoti uttānīkataṁ sabbasaṅgāhapadakataṁ sappāṭihīrakataṁ yāva devamanussehi suppakāsitaṁ. ||| But the disciples have not been educated in the meaning of that good teaching. And the spiritual practice that’s entirely full and pure has not been disclosed and revealed to them; its sayings have not all been collected; and it has not been well proclaimed with its demonstrable basis wherever there are gods and humans.
Atha nesaṁ satthuno antaradhānaṁ hoti. ||| And then their teacher passes away.
Evarūpo kho, cunda, satthā sāvakānaṁ kālaṅkato anutappo hoti. ||| When such a teacher has passed away the disciples are tormented by regrets.
Taṁ kissa hetu? ||| Why is that?
‘Satthā ca no loke udapādi arahaṁ sammāsambuddho, dhammo ca svākkhāto suppavedito niyyāniko upasamasaṁvattaniko sammāsambuddhappavedito, aviññāpitatthā camha saddhamme, na ca no kevalaṁ paripūraṁ brahmacariyaṁ āvikataṁ hoti uttānīkataṁ sabbasaṅgāhapadakataṁ sappāṭihīrakataṁ yāva devamanussehi suppakāsitaṁ. ||| They think: ‘Our teacher was perfected, a fully awakened Buddha. His teaching was well explained, but we were not educated in its meaning. And the spiritual practice was not fully disclosed and revealed to us; its sayings have not all been collected; and it has not been well proclaimed with its demonstrable basis wherever there are gods and humans.
Atha no satthuno antaradhānaṁ hotī’ti. ||| And then our teacher passed away.’
Evarūpo kho, cunda, satthā sāvakānaṁ kālaṅkato anutappo hoti. ||| When such a teacher has passed away the disciples are tormented by regrets.
4. Sāvakānanutappasatthu ||| 4. When Disciples Have No Regrets
Idha pana, cunda, satthā ca loke udapādi arahaṁ sammāsambuddho. Dhammo ca svākkhāto suppavedito niyyāniko upasamasaṁvattaniko sammāsambuddhappavedito. ||| Take the case where a teacher arises in the world who is perfected, a fully awakened Buddha. The teaching is well explained and well propounded, emancipating, leading to peace, proclaimed by someone who is fully awakened.
Viññāpitatthā cassa honti sāvakā saddhamme, kevalañca tesaṁ paripūraṁ brahmacariyaṁ āvikataṁ hoti uttānīkataṁ sabbasaṅgāhapadakataṁ sappāṭihīrakataṁ yāva devamanussehi suppakāsitaṁ. ||| The disciples have been educated in the meaning of that good teaching. And the spiritual practice that’s entirely full and pure has been disclosed and revealed to them; its sayings have all been collected; and it has been well proclaimed with its demonstrable basis wherever there are gods and humans.
Atha nesaṁ satthuno antaradhānaṁ hoti. ||| And then their teacher passes away.
Evarūpo kho, cunda, satthā sāvakānaṁ kālaṅkato ananutappo hoti. ||| When such a teacher has passed away the disciples are free of regrets.
Taṁ kissa hetu? ||| Why is that?
‘Satthā ca no loke udapādi arahaṁ sammāsambuddho. ||| They think: ‘Our teacher was perfected, a fully awakened Buddha.
Dhammo ca svākkhāto suppavedito niyyāniko upasamasaṁvattaniko sammāsambuddhappavedito. ||| His teaching was well explained,
Viññāpitatthā camha saddhamme, kevalañca no paripūraṁ brahmacariyaṁ āvikataṁ hoti uttānīkataṁ sabbasaṅgāhapadakataṁ sappāṭihīrakataṁ yāva devamanussehi suppakāsitaṁ. ||| we were educated in its meaning, and the spiritual practice was fully disclosed to us.
Atha no satthuno antaradhānaṁ hotī’ti. ||| And then our teacher passed away.’
Evarūpo kho, cunda, satthā sāvakānaṁ kālaṅkato ananutappo hoti. ||| When such a teacher has passed away the disciples are free of regrets.
5. Brahmacariyaaparipūrādikathā ||| 5. On the Incomplete Spiritual Path, Etc.
Etehi cepi, cunda, aṅgehi samannāgataṁ brahmacariyaṁ hoti, no ca kho satthā hoti thero rattaññū cirapabbajito addhagato vayoanuppatto. ||| Now suppose, Cunda, that a spiritual path possesses those factors. But the teacher is not senior, long standing, long gone forth, advanced in years, and reached the final stage of life.
Evaṁ taṁ brahmacariyaṁ aparipūraṁ hoti tenaṅgena. ||| Then that spiritual path is incomplete in that respect.
Yato ca kho, cunda, etehi ceva aṅgehi samannāgataṁ brahmacariyaṁ hoti, satthā ca hoti thero rattaññū cirapabbajito addhagato vayoanuppatto. ||| But when a spiritual path possesses those factors and the teacher is senior,
Evaṁ taṁ brahmacariyaṁ paripūraṁ hoti tenaṅgena. ||| then that spiritual path is complete in that respect.
Etehi cepi, cunda, aṅgehi samannāgataṁ brahmacariyaṁ hoti, satthā ca hoti thero rattaññū cirapabbajito addhagato vayoanuppatto, no ca khvassa therā bhikkhū sāvakā honti viyattā vinītā visāradā pattayogakkhemā. ||| Now suppose that a spiritual path possesses those factors and the teacher is senior. But there are no senior monk disciples who are competent, educated, self-assured, have attained sanctuary from the yoke,
Alaṁ samakkhātuṁ saddhammassa, alaṁ uppannaṁ parappavādaṁ sahadhammehi suniggahitaṁ niggahetvā sappāṭihāriyaṁ dhammaṁ desetuṁ. ||| who can rightly explain the true teaching, and who can legitimately and completely refute the doctrines of others that come up, and teach with a demonstrable basis.
Evaṁ taṁ brahmacariyaṁ aparipūraṁ hoti tenaṅgena. ||| Then that spiritual path is incomplete in that respect.
Yato ca kho, cunda, etehi ceva aṅgehi samannāgataṁ brahmacariyaṁ hoti, satthā ca hoti thero rattaññū cirapabbajito addhagato vayoanuppatto, therā cassa bhikkhū sāvakā honti viyattā vinītā visāradā pattayogakkhemā. ||| But when a spiritual path possesses those factors and the teacher is senior and there are competent senior monks,
Alaṁ samakkhātuṁ saddhammassa, alaṁ uppannaṁ parappavādaṁ sahadhammehi suniggahitaṁ niggahetvā sappāṭihāriyaṁ dhammaṁ desetuṁ.
Evaṁ taṁ brahmacariyaṁ paripūraṁ hoti tenaṅgena. ||| then that spiritual path is complete in that respect.
Etehi cepi, cunda, aṅgehi samannāgataṁ brahmacariyaṁ hoti, satthā ca hoti thero rattaññū cirapabbajito addhagato vayoanuppatto, therā cassa bhikkhū sāvakā honti viyattā vinītā visāradā pattayogakkhemā. ||| Now suppose that a spiritual path possesses those factors and the teacher is senior and there are competent senior monks.
Alaṁ samakkhātuṁ saddhammassa, alaṁ uppannaṁ parappavādaṁ sahadhammehi suniggahitaṁ niggahetvā sappāṭihāriyaṁ dhammaṁ desetuṁ.
No ca khvassa majjhimā bhikkhū sāvakā honti …pe… ||| But there are no competent middle monks,
majjhimā cassa bhikkhū sāvakā honti, no ca khvassa navā bhikkhū sāvakā honti …pe… ||| junior monks,
navā cassa bhikkhū sāvakā honti, no ca khvassa therā bhikkhuniyo sāvikā honti …pe… ||| senior nuns,
therā cassa bhikkhuniyo sāvikā honti, no ca khvassa majjhimā bhikkhuniyo sāvikā honti …pe… ||| middle nuns,
majjhimā cassa bhikkhuniyo sāvikā honti, no ca khvassa navā bhikkhuniyo sāvikā honti …pe… ||| junior nuns,
navā cassa bhikkhuniyo sāvikā honti, no ca khvassa upāsakā sāvakā honti gihī odātavasanā brahmacārino …pe… ||| chaste white-clothed laymen,
upāsakā cassa sāvakā honti gihī odātavasanā brahmacārino, no ca khvassa upāsakā sāvakā honti gihī odātavasanā kāmabhogino …pe… ||| white-clothed laymen enjoying sensual pleasures,
upāsakā cassa sāvakā honti gihī odātavasanā kāmabhogino, no ca khvassa upāsikā sāvikā honti gihiniyo odātavasanā brahmacāriniyo …pe… ||| chaste white-clothed laywomen,
upāsikā cassa sāvikā honti gihiniyo odātavasanā brahmacāriniyo, no ca khvassa upāsikā sāvikā honti gihiniyo odātavasanā kāmabhoginiyo …pe… ||| white-clothed laywomen enjoying sensual pleasures. …
upāsikā cassa sāvikā honti gihiniyo odātavasanā kāmabhoginiyo, no ca khvassa brahmacariyaṁ hoti iddhañceva phītañca vitthārikaṁ bāhujaññaṁ puthubhūtaṁ yāva devamanussehi suppakāsitaṁ …pe… ||| There are white-clothed laywomen enjoying sensual pleasures, but the spiritual path is not successful and prosperous, extensive, popular, widespread, and well proclaimed wherever there are gods and humans …
brahmacariyañcassa hoti iddhañceva phītañca vitthārikaṁ bāhujaññaṁ puthubhūtaṁ yāva devamanussehi suppakāsitaṁ, no ca kho lābhaggayasaggappattaṁ. ||| the spiritual path is successful and prosperous, extensive, popular, widespread, and well proclaimed wherever there are gods and humans, but it has not reached the peak of material things and fame.
Evaṁ taṁ brahmacariyaṁ aparipūraṁ hoti tenaṅgena. ||| Then that spiritual path is incomplete in that respect.
Yato ca kho, cunda, etehi ceva aṅgehi samannāgataṁ brahmacariyaṁ hoti, satthā ca hoti thero rattaññū cirapabbajito addhagato vayoanuppatto, therā cassa bhikkhū sāvakā honti viyattā vinītā visāradā pattayogakkhemā. ||| But when a spiritual path possesses those factors and the teacher is senior and there are competent senior monks,
Alaṁ samakkhātuṁ saddhammassa, alaṁ uppannaṁ parappavādaṁ sahadhammehi suniggahitaṁ niggahetvā sappāṭihāriyaṁ dhammaṁ desetuṁ.
Majjhimā cassa bhikkhū sāvakā honti … ||| middle monks,
navā cassa bhikkhū sāvakā honti … ||| junior monks,
therā cassa bhikkhuniyo sāvikā honti … ||| senior nuns,
majjhimā cassa bhikkhuniyo sāvikā honti … ||| middle nuns,
navā cassa bhikkhuniyo sāvikā honti … ||| junior nuns,
upāsakā cassa sāvakā honti … gihī odātavasanā brahmacārino. ||| chaste laymen,
Upāsakā cassa sāvakā honti gihī odātavasanā kāmabhogino … ||| laymen enjoying sensual pleasures,
upāsikā cassa sāvikā honti gihiniyo odātavasanā brahmacāriniyo … ||| chaste laywomen,
upāsikā cassa sāvikā honti gihiniyo odātavasanā kāmabhoginiyo … ||| laywomen enjoying sensual pleasures,
brahmacariyañcassa hoti iddhañceva phītañca vitthārikaṁ bāhujaññaṁ puthubhūtaṁ yāva devamanussehi suppakāsitaṁ, lābhaggappattañca yasaggappattañca. ||| and the spiritual path is successful and prosperous, extensive, popular, widespread, and well proclaimed wherever there are gods and humans, and it has reached the peak of material things and fame,
Evaṁ taṁ brahmacariyaṁ paripūraṁ hoti tenaṅgena. ||| then that spiritual path is complete in that respect.
Ahaṁ kho pana, cunda, etarahi satthā loke uppanno arahaṁ sammāsambuddho. ||| I, Cunda, am a teacher who has arisen in the world today, perfected and fully awakened.
Dhammo ca svākkhāto suppavedito niyyāniko upasamasaṁvattaniko sammāsambuddhappavedito. ||| The teaching is well explained and well propounded, emancipating, leading to peace, proclaimed by someone who is fully awakened.
Viññāpitatthā ca me sāvakā saddhamme, kevalañca tesaṁ paripūraṁ brahmacariyaṁ āvikataṁ uttānīkataṁ sabbasaṅgāhapadakataṁ sappāṭihīrakataṁ yāva devamanussehi suppakāsitaṁ. ||| My disciples have been educated in the meaning of that good teaching. And the spiritual practice that’s entirely full and pure has been disclosed and revealed to them with all its collected sayings, with its demonstrable basis, well proclaimed wherever there are gods and humans.
Ahaṁ kho pana, cunda, etarahi satthā thero rattaññū cirapabbajito addhagato vayoanuppatto. ||| I am a teacher today who is senior, long standing, long gone forth, advanced in years, and have reached the final stage of life.
Santi kho pana me, cunda, etarahi therā bhikkhū sāvakā honti viyattā vinītā visāradā pattayogakkhemā. ||| I have today disciples who are competent senior monks,
Alaṁ samakkhātuṁ saddhammassa, alaṁ uppannaṁ parappavādaṁ sahadhammehi suniggahitaṁ niggahetvā sappāṭihāriyaṁ dhammaṁ desetuṁ.
Santi kho pana me, cunda, etarahi majjhimā bhikkhū sāvakā … ||| middle monks,
santi kho pana me, cunda, etarahi navā bhikkhū sāvakā … ||| junior monks,
santi kho pana me, cunda, etarahi therā bhikkhuniyo sāvikā … ||| senior nuns,
santi kho pana me, cunda, etarahi majjhimā bhikkhuniyo sāvikā … ||| middle nuns,
santi kho pana me, cunda, etarahi navā bhikkhuniyo sāvikā … ||| junior nuns,
santi kho pana me, cunda, etarahi upāsakā sāvakā gihī odātavasanā brahmacārino … ||| chaste laymen,
santi kho pana me, cunda, etarahi upāsakā sāvakā gihī odātavasanā kāmabhogino … ||| laymen enjoying sensual pleasures,
santi kho pana me, cunda, etarahi upāsikā sāvikā gihiniyo odātavasanā brahmacāriniyo … ||| chaste laywomen,
santi kho pana me, cunda, etarahi upāsikā sāvikā gihiniyo odātavasanā kāmabhoginiyo … ||| and laywomen enjoying sensual pleasures.
etarahi kho pana me, cunda, brahmacariyaṁ iddhañceva phītañca vitthārikaṁ bāhujaññaṁ puthubhūtaṁ yāva devamanussehi suppakāsitaṁ. ||| Today my spiritual path is successful and prosperous, extensive, popular, widespread, and well proclaimed wherever there are gods and humans.
Yāvatā kho, cunda, etarahi satthāro loke uppannā, nāhaṁ, cunda, aññaṁ ekasatthārampi samanupassāmi evaṁlābhaggayasaggappattaṁ yatharivāhaṁ. ||| Of all the teachers in the world today, Cunda, I don’t see even a single one who has reached the peak of material things and fame like me.
Yāvatā kho pana, cunda, etarahi saṅgho vā gaṇo vā loke uppanno; ||| Of all the spiritual communities and groups in the world today, Cunda, I don’t see even a single one who has reached the pinnacle of material things and fame like the mendicant Saṅgha.
nāhaṁ, cunda, aññaṁ ekasaṅghampi samanupassāmi evaṁlābhaggayasaggappattaṁ yatharivāyaṁ, cunda, bhikkhusaṅgho.
Yaṁ kho taṁ, cunda, sammā vadamāno vadeyya: ||| And if there’s any spiritual path of which it may be rightly said that
‘sabbākārasampannaṁ sabbākāraparipūraṁ anūnamanadhikaṁ svākkhātaṁ kevalaṁ paripūraṁ brahmacariyaṁ suppakāsitan’ti. ||| it’s endowed with all good qualities, complete in all good qualities, neither too little nor too much, well explained, whole, full, and well propounded,
Idameva taṁ sammā vadamāno vadeyya: ||| it’s of this spiritual path that this should be said.
‘sabbākārasampannaṁ …pe… suppakāsitan’ti.
Udako sudaṁ, cunda, rāmaputto evaṁ vācaṁ bhāsati: ||| Uddaka son of Rāma used to say:
‘passaṁ na passatī’ti. ||| ‘Seeing, one does not see.’
Kiñca passaṁ na passatīti? ||| But seeing what does one not see?
Khurassa sādhunisitassa talamassa passati, dhārañca khvassa na passati. ||| You can see the blade of a well-sharpened razor, but not the edge.
Idaṁ vuccati: ||| Thus it is said:
‘passaṁ na passatī’ti. ||| ‘Seeing, one does not see.’
