Dīgha Nikāya 3 ||| Long Discourses 3
Tena kho pana samayena brāhmaṇassa pokkharasātissa ambaṭṭho nāma māṇavo antevāsī hoti ajjhāyako mantadharo tiṇṇaṁ vedānaṁ pāragū sanighaṇḍukeṭubhānaṁ sākkharappabhedānaṁ itihāsapañcamānaṁ padako veyyākaraṇo lokāyatamahāpurisalakkhaṇesu anavayo anuññātapaṭiññāto sake ācariyake tevijjake pāvacane: ||| Now at that time Pokkharasāti had a student named Ambaṭṭha as his resident pupil. He was one who recited and remembered the hymns, and had mastered in the three Vedas, together with their vocabularies and ritual performance, their phonology and word classification, and the testaments as fifth. He knew them word-by-word, and their grammar. He was well versed in cosmology and the marks of a great man. He had been authorized as a master in his own tutor’s scriptural heritage of the three Vedas with the words:
“yamahaṁ jānāmi taṁ tvaṁ jānāsi; ||| “What I know, you know.
yaṁ tvaṁ jānāsi tamahaṁ jānāmī”ti. ||| And what you know, I know.”
Atha kho brāhmaṇo pokkharasāti ambaṭṭhaṁ māṇavaṁ āmantesi: ||| Then Pokkharasāti addressed Ambaṭṭha,
“ayaṁ, tāta ambaṭṭha, samaṇo gotamo sakyaputto sakyakulā pabbajito kosalesu cārikaṁ caramāno mahatā bhikkhusaṅghena saddhiṁ pañcamattehi bhikkhusatehi icchānaṅgalaṁ anuppatto icchānaṅgale viharati icchānaṅgalavanasaṇḍe. ||| “Dear Ambaṭṭha, the ascetic Gotama—a Sakyan, gone forth from a Sakyan family—has arrived at Icchānaṅgala and is staying in a forest nearby.
Taṁ kho pana bhavantaṁ gotamaṁ evaṁ kalyāṇo kittisaddo abbhuggato: ||| He has this good reputation …
‘itipi so bhagavā, arahaṁ sammāsambuddho vijjācaraṇasampanno sugato lokavidū anuttaro purisadammasārathi satthā devamanussānaṁ buddho bhagavā.
So imaṁ lokaṁ sadevakaṁ samārakaṁ sabrahmakaṁ sassamaṇabrāhmaṇiṁ pajaṁ sadevamanussaṁ sayaṁ abhiññā sacchikatvā pavedeti.
So dhammaṁ deseti ādikalyāṇaṁ majjhekalyāṇaṁ pariyosānakalyāṇaṁ, sātthaṁ sabyañjanaṁ kevalaparipuṇṇaṁ parisuddhaṁ brahmacariyaṁ pakāseti.
Sādhu kho pana tathārūpānaṁ arahataṁ dassanaṁ hotī’ti. ||| It’s good to see such perfected ones.
Ehi tvaṁ, tāta ambaṭṭha, yena samaṇo gotamo tenupasaṅkama; upasaṅkamitvā samaṇaṁ gotamaṁ jānāhi, yadi vā taṁ bhavantaṁ gotamaṁ tathāsantaṁyeva saddo abbhuggato, yadi vā no tathā. ||| Please, dear Ambaṭṭha, go to the ascetic Gotama and find out whether or not he lives up to his reputation.
Yadi vā so bhavaṁ gotamo tādiso, yadi vā na tādiso, tathā mayaṁ taṁ bhavantaṁ gotamaṁ vedissāmā”ti. ||| Through you I shall learn about the worthy Gotama.”
“Yathā kathaṁ panāhaṁ, bho, taṁ bhavantaṁ gotamaṁ jānissāmi: ‘yadi vā taṁ bhavantaṁ gotamaṁ tathāsantaṁyeva saddo abbhuggato, yadi vā no tathā. Yadi vā so bhavaṁ gotamo tādiso, yadi vā na tādiso’”ti? ||| “But sir, how shall I find out whether or not the ascetic Gotama lives up to his reputation?”
“Āgatāni kho, tāta ambaṭṭha, amhākaṁ mantesu dvattiṁsa mahāpurisalakkhaṇāni, yehi samannāgatassa mahāpurisassa dveyeva gatiyo bhavanti anaññā. ||| “Dear Ambaṭṭha, the thirty-two marks of a great man have been handed down in our hymns. A great man who possesses these has only two possible destinies, no other.
Sace agāraṁ ajjhāvasati, rājā hoti cakkavattī dhammiko dhammarājā cāturanto vijitāvī janapadatthāvariyappatto sattaratanasamannāgato. ||| If he stays at home he becomes a king, a wheel-turning monarch, a just and principled king. His dominion extends to all four sides, he achieves stability in the country, and he possesses the seven treasures.
Tassimāni satta ratanāni bhavanti. ||| He has the following seven treasures:
Seyyathidaṁ—cakkaratanaṁ, hatthiratanaṁ, assaratanaṁ, maṇiratanaṁ, itthiratanaṁ, gahapatiratanaṁ, pariṇāyakaratanameva sattamaṁ. ||| the wheel, the elephant, the horse, the jewel, the woman, the householder, and the commander as the seventh treasure.
Parosahassaṁ kho panassa puttā bhavanti sūrā vīraṅgarūpā parasenappamaddanā. ||| He has over a thousand sons who are valiant and heroic, crushing the armies of his enemies.
So imaṁ pathaviṁ sāgarapariyantaṁ adaṇḍena asatthena dhammena abhivijiya ajjhāvasati. ||| After conquering this land girt by sea, he reigns by principle, without rod or sword.
Sace kho pana agārasmā anagāriyaṁ pabbajati, arahaṁ hoti sammāsambuddho loke vivaṭṭacchado. ||| But if he goes forth from the lay life to homelessness, he becomes a perfected one, a fully awakened Buddha, who has cast off the world’s veil.
Ahaṁ kho pana, tāta ambaṭṭha, mantānaṁ dātā; ||| But, dear Ambaṭṭha, I am the one who gives the hymns,
tvaṁ mantānaṁ paṭiggahetā”ti. ||| and you are the one who receives them.”
“Evaṁ, bho”ti kho ambaṭṭho māṇavo brāhmaṇassa pokkharasātissa paṭissutvā uṭṭhāyāsanā brāhmaṇaṁ pokkharasātiṁ abhivādetvā padakkhiṇaṁ katvā vaḷavārathamāruyha sambahulehi māṇavakehi saddhiṁ yena icchānaṅgalavanasaṇḍo tena pāyāsi. ||| “Yes, worthy sir,” replied Ambaṭṭha. He got up from his seat, bowed, and respectfully circled Pokkharasāti, keeping him to his right. He mounted a chariot drawn by mares and, together with several young students, set out for the forest near Icchānaṅgala.
Yāvatikā yānassa bhūmi yānena gantvā yānā paccorohitvā pattikova ārāmaṁ pāvisi. ||| He went by carriage as far as the terrain allowed, then descended and entered the monastery on foot.
Tena kho pana samayena sambahulā bhikkhū abbhokāse caṅkamanti. ||| At that time several mendicants were walking mindfully in the open air.
Atha kho ambaṭṭho māṇavo yena te bhikkhū tenupasaṅkami; upasaṅkamitvā te bhikkhū etadavoca: ||| Then the student Ambaṭṭha went up to those mendicants and said,
“kahaṁ nu kho, bho, etarahi so bhavaṁ gotamo viharati? ||| “Good fellows, where is the worthy Gotama at present?
Tañhi mayaṁ bhavantaṁ gotamaṁ dassanāya idhūpasaṅkantā”ti. ||| For we have come here to see him.”
Atha kho tesaṁ bhikkhūnaṁ etadahosi: ||| Then those mendicants thought,
“ayaṁ kho ambaṭṭho māṇavo abhiññātakolañño ceva abhiññātassa ca brāhmaṇassa pokkharasātissa antevāsī. ||| “This Ambaṭṭha is from a well-known family, and he is the pupil of the well-known brahmin Pokkharasāti.
Agaru kho pana bhagavato evarūpehi kulaputtehi saddhiṁ kathāsallāpo hotī”ti. ||| The Buddha won’t mind having a discussion together with such gentlemen.”
Te ambaṭṭhaṁ māṇavaṁ etadavocuṁ: ||| They said to Ambaṭṭha,
“eso, ambaṭṭha, vihāro saṁvutadvāro, tena appasaddo upasaṅkamitvā ataramāno āḷindaṁ pavisitvā ukkāsitvā aggaḷaṁ ākoṭehi, vivarissati te bhagavā dvāran”ti. ||| “Ambaṭṭha, that’s his dwelling, with the door closed. Approach it quietly, without hurrying; go onto the porch, clear your throat, and knock on the door-panel. The Buddha will open the door.”
Atha kho ambaṭṭho māṇavo yena so vihāro saṁvutadvāro, tena appasaddo upasaṅkamitvā ataramāno āḷindaṁ pavisitvā ukkāsitvā aggaḷaṁ ākoṭesi. Vivari bhagavā dvāraṁ. ||| So he approached the Buddha’s dwelling, cleared his throat and knocked on the door-panel, and the Buddha opened the door.
Pāvisi ambaṭṭho māṇavo. Māṇavakāpi pavisitvā bhagavatā saddhiṁ sammodiṁsu, sammodanīyaṁ kathaṁ sāraṇīyaṁ vītisāretvā ekamantaṁ nisīdiṁsu. ||| Ambaṭṭha and the young students entered the dwelling. The young students exchanged greetings with the Buddha, and when the greetings and polite conversation were over, sat down to one side.
Ambaṭṭho pana māṇavo caṅkamantopi nisinnena bhagavatā kañci kañci kathaṁ sāraṇīyaṁ vītisāreti, ṭhitopi nisinnena bhagavatā kañci kañci kathaṁ sāraṇīyaṁ vītisāreti. ||| But while the Buddha was sitting, Ambaṭṭha spoke some polite words or other while walking around or standing.
Atha kho bhagavā ambaṭṭhaṁ māṇavaṁ etadavoca: ||| So the Buddha said to him,
“evaṁ nu te, ambaṭṭha, brāhmaṇehi vuddhehi mahallakehi ācariyapācariyehi saddhiṁ kathāsallāpo hoti, yathayidaṁ caraṁ tiṭṭhaṁ nisinnena mayā kiñci kiñci kathaṁ sāraṇīyaṁ vītisāretī”ti? ||| “Ambaṭṭha, is this how you hold a discussion with elderly and senior brahmins, the tutors of tutors: walking around or standing while I’m sitting, speaking some polite words or other?”
2.1. Paṭhamaibbhavāda ||| 2.1. The First Use of the Word “Primitives”
“No hidaṁ, bho gotama. ||| “No, worthy Gotama.
Gacchanto vā hi, bho gotama, gacchantena brāhmaṇo brāhmaṇena saddhiṁ sallapitumarahati, ṭhito vā hi, bho gotama, ṭhitena brāhmaṇo brāhmaṇena saddhiṁ sallapitumarahati, nisinno vā hi, bho gotama, nisinnena brāhmaṇo brāhmaṇena saddhiṁ sallapitumarahati, sayāno vā hi, bho gotama, sayānena brāhmaṇo brāhmaṇena saddhiṁ sallapitumarahati. ||| For it is proper for one brahmin to converse with another while both are walking, standing, sitting, or lying down.
Ye ca kho te, bho gotama, muṇḍakā samaṇakā ibbhā kaṇhā bandhupādāpaccā, tehipi me saddhiṁ evaṁ kathāsallāpo hoti, yathariva bhotā gotamenā”ti. ||| But as to these shavelings, fake ascetics, primitives, black spawn from the feet of our kinsman, I converse with them as I do with the worthy Gotama.”
“Atthikavato kho pana te, ambaṭṭha, idhāgamanaṁ ahosi, yāyeva kho panatthāya āgaccheyyātha, tameva atthaṁ sādhukaṁ manasi kareyyātha. ||| “But Ambaṭṭha, you must have come here for some purpose. You should focus on that.
Avusitavāyeva kho pana, bho, ayaṁ ambaṭṭho māṇavo vusitamānī kimaññatra avusitattā”ti. ||| Though this Ambaṭṭha is unqualified, he thinks he’s qualified. What is that but lack of qualifications?”
Atha kho ambaṭṭho māṇavo bhagavatā avusitavādena vuccamāno kupito anattamano bhagavantaṁyeva khuṁsento bhagavantaṁyeva vambhento bhagavantaṁyeva upavadamāno: ||| When he said this, Ambaṭṭha became angry and upset with the Buddha because of being described as unqualified. He even attacked and badmouthed the Buddha himself, saying,
“samaṇo ca me bho gotamo pāpito bhavissatī”ti bhagavantaṁ etadavoca: ||| “The ascetic Gotama will be worsted!” He said to the Buddha,
“caṇḍā, bho gotama, sakyajāti; ||| “Worthy Gotama, the Sakyans are rude,
pharusā, bho gotama, sakyajāti; ||| harsh,
lahusā, bho gotama, sakyajāti; ||| touchy,
bhassā, bho gotama, sakyajāti; ||| and argumentative.
ibbhā santā ibbhā samānā na brāhmaṇe sakkaronti, na brāhmaṇe garuṁ karonti, na brāhmaṇe mānenti, na brāhmaṇe pūjenti, na brāhmaṇe apacāyanti. ||| Primitive they are, and primitive they remain! They don’t honor, respect, revere, worship, or venerate brahmins.
Tayidaṁ, bho gotama, nacchannaṁ, tayidaṁ nappatirūpaṁ, yadime sakyā ibbhā santā ibbhā samānā na brāhmaṇe sakkaronti, na brāhmaṇe garuṁ karonti, na brāhmaṇe mānenti, na brāhmaṇe pūjenti, na brāhmaṇe apacāyantī”ti. ||| It is neither proper nor appropriate that the Sakyans—primitives that they are—don’t honor, respect, revere, worship, or venerate brahmins.”
Itiha ambaṭṭho māṇavo idaṁ paṭhamaṁ sakyesu ibbhavādaṁ nipātesi. ||| And that’s how Ambaṭṭha denigrated the Sakyans with the word “primitives” for the first time.
2.2. Dutiyaibbhavāda ||| 2.2. The Second Use of the Word “Primitives”
“Kiṁ pana te, ambaṭṭha, sakyā aparaddhun”ti? ||| “But Ambaṭṭha, how have the Sakyans wronged you?”
“Ekamidāhaṁ, bho gotama, samayaṁ ācariyassa brāhmaṇassa pokkharasātissa kenacideva karaṇīyena kapilavatthuṁ agamāsiṁ. ||| “This one time, worthy Gotama, I went to Kapilavatthu on some business for my tutor, the brahmin Pokkharasāti.
Yena sakyānaṁ sandhāgāraṁ tenupasaṅkamiṁ. ||| I approached the Sakyans in their town hall.
Tena kho pana samayena sambahulā sakyā ceva sakyakumārā ca sandhāgāre uccesu āsanesu nisinnā honti aññamaññaṁ aṅgulipatodakehi sañjagghantā saṅkīḷantā, aññadatthu mamaññeva maññe anujagghantā, na maṁ koci āsanenapi nimantesi. ||| Now at that time several Sakyans and Sakyan princes were sitting on high seats, poking each other with their fingers, giggling and playing together. In fact, they even presumed to giggle at me, and didn’t invite me to a seat.
Tayidaṁ, bho gotama, nacchannaṁ, tayidaṁ nappatirūpaṁ, yadime sakyā ibbhā santā ibbhā samānā na brāhmaṇe sakkaronti, na brāhmaṇe garuṁ karonti, na brāhmaṇe mānenti, na brāhmaṇe pūjenti, na brāhmaṇe apacāyantī”ti. ||| It is neither proper nor appropriate that the Sakyans—primitives that they are—don’t honor, respect, revere, worship, or venerate brahmins.”
Itiha ambaṭṭho māṇavo idaṁ dutiyaṁ sakyesu ibbhavādaṁ nipātesi. ||| And that’s how Ambaṭṭha denigrated the Sakyans with the word “primitives” for the second time.
2.3. Tatiyaibbhavāda ||| 2.3. The Third Use of the Word “Primitives”
“Laṭukikāpi kho, ambaṭṭha, sakuṇikā sake kulāvake kāmalāpinī hoti. ||| “Even a little quail, Ambaṭṭha, speaks as she likes in her own nest.
Sakaṁ kho panetaṁ, ambaṭṭha, sakyānaṁ yadidaṁ kapilavatthuṁ, nārahatāyasmā ambaṭṭho imāya appamattāya abhisajjitun”ti. ||| Kapilavatthu is the Sakyans’ own place, Ambaṭṭha. It’s not worthy of the Venerable Ambaṭṭha to lose his temper over such a small thing.”
“Cattārome, bho gotama, vaṇṇā— ||| “Worthy Gotama, there are these four classes:
khattiyā brāhmaṇā vessā suddā. ||| aristocrats, brahmins, peasants, and menials.
Imesañhi, bho gotama, catunnaṁ vaṇṇānaṁ tayo vaṇṇā— ||| Three of these classes—
khattiyā ca vessā ca suddā ca— ||| aristocrats, peasants, and menials—
aññadatthu brāhmaṇasseva paricārakā sampajjanti. ||| in fact succeed only when serving the brahmins.
Tayidaṁ, bho gotama, nacchannaṁ, tayidaṁ nappatirūpaṁ, yadime sakyā ibbhā santā ibbhā samānā na brāhmaṇe sakkaronti, na brāhmaṇe garuṁ karonti, na brāhmaṇe mānenti, na brāhmaṇe pūjenti, na brāhmaṇe apacāyantī”ti. ||| It is neither proper nor appropriate that the Sakyans—primitives that they are—don’t honor, respect, revere, worship, or venerate brahmins.”
Itiha ambaṭṭho māṇavo idaṁ tatiyaṁ sakyesu ibbhavādaṁ nipātesi. ||| And that’s how Ambaṭṭha denigrated the Sakyans with the word “primitives” for the third time.
2.4. Dāsiputtavāda ||| 2.4. The Word “Son of a Slavegirl” is Used
Atha kho bhagavato etadahosi: ||| Then it occurred to the Buddha,
“atibāḷhaṁ kho ayaṁ ambaṭṭho māṇavo sakyesu ibbhavādena nimmādeti, yannūnāhaṁ gottaṁ puccheyyan”ti. ||| “This Ambaṭṭha puts the Sakyans down way too much by calling them primitives. Why don’t I ask him about his own clan?”
Atha kho bhagavā ambaṭṭhaṁ māṇavaṁ etadavoca: ||| So the Buddha said to him,
“kathaṁ gottosi, ambaṭṭhā”ti? ||| “What is your clan, Ambaṭṭha?”
“Kaṇhāyanohamasmi, bho gotamā”ti. ||| “I am a Kaṇhāyana, worthy Gotama.”
“Porāṇaṁ kho pana te, ambaṭṭha, mātāpettikaṁ nāmagottaṁ anussarato ayyaputtā sakyā bhavanti; dāsiputto tvamasi sakyānaṁ. ||| “But, recollecting the ancient name and clan of your mother and father, the Sakyans were the children of the masters, while you’re descended from the son of a slavegirl of the Sakyans.
Sakyā kho pana, ambaṭṭha, rājānaṁ okkākaṁ pitāmahaṁ dahanti. ||| But the Sakyans regard King Okkāka as their grandfather.
Bhūtapubbaṁ, ambaṭṭha, rājā okkāko yā sā mahesī piyā manāpā, tassā puttassa rajjaṁ pariṇāmetukāmo jeṭṭhakumāre raṭṭhasmā pabbājesi— ||| Once upon a time, King Okkāka, wishing to divert the royal succession to the son of his most beloved queen, banished the elder princes from the realm—
okkāmukhaṁ karakaṇḍaṁ hatthinikaṁ sinisūraṁ. ||| Okkāmukha, Karakaṇḍa, Hatthinika, and Sinisūra.
Te raṭṭhasmā pabbājitā himavantapasse pokkharaṇiyā tīre mahāsākasaṇḍo, tattha vāsaṁ kappesuṁ. ||| They made their home beside a lotus pond on the slopes of the Himalayas, where there was a large grove of <i lang='pi' translate='no'>sakhua</i> trees.
Te jātisambhedabhayā sakāhi bhaginīhi saddhiṁ saṁvāsaṁ kappesuṁ. ||| For fear of breaking their line of birth, they slept with their own (<i lang='pi' translate='no'>saka</i>) sisters.
Atha kho, ambaṭṭha, rājā okkāko amacce pārisajje āmantesi: ||| Then King Okkāka addressed his ministers and councillors,
‘kahaṁ nu kho, bho, etarahi kumārā sammantī’ti? ||| ‘Where, sirs, have the princes settled now?’
‘Atthi, deva, himavantapasse pokkharaṇiyā tīre mahāsākasaṇḍo, tatthetarahi kumārā sammanti. ||| ‘Sire, there is a lotus pond on the slopes of the Himalayas, by a large grove of <i lang='pi' translate='no'>sakhua</i> trees. They’ve settled there.
Te jātisambhedabhayā sakāhi bhaginīhi saddhiṁ saṁvāsaṁ kappentī’ti. ||| For fear of breaking their line of birth, they are sleeping with their own sisters.’
Atha kho, ambaṭṭha, rājā okkāko udānaṁ udānesi: ||| Then, Ambaṭṭha, King Okkāka expressed this heartfelt sentiment:
‘sakyā vata, bho, kumārā, paramasakyā vata, bho, kumārā’ti. ||| ‘The princes are indeed Sakyans! The princes are indeed the best Sakyans!’
Tadagge kho pana, ambaṭṭha, sakyā paññāyanti; so ca nesaṁ pubbapuriso. ||| From that day on the Sakyans were recognized and he was their founder.
Rañño kho pana, ambaṭṭha, okkākassa disā nāma dāsī ahosi. ||| Now, King Okkāka had a slavegirl named Disā.
Sā kaṇhaṁ nāma janesi. ||| She gave birth to a boy named “Black”.
Jāto kaṇho pabyāhāsi: ||| When he was born, Black Boy said:
‘dhovatha maṁ, amma, nahāpetha maṁ amma, imasmā maṁ asucismā parimocetha, atthāya vo bhavissāmī’ti. ||| ‘Wash me, mum, bathe me! Get this filth off of me! I will be useful for you!’
Yathā kho pana, ambaṭṭha, etarahi manussā pisāce disvā ‘pisācā’ti sañjānanti; ||| Whereas these days when people see goblins they recognize them as goblins,
evameva kho, ambaṭṭha, tena kho pana samayena manussā pisāce ‘kaṇhā’ti sañjānanti. ||| in those days they recognized goblins as ‘blackboys’.
Te evamāhaṁsu: ||| They said:
‘ayaṁ jāto pabyāhāsi, kaṇho jāto, pisāco jāto’ti. ||| ‘He spoke as soon as he was born—a blackboy is born! A goblin is born!’
Tadagge kho pana, ambaṭṭha, kaṇhāyanā paññāyanti, so ca kaṇhāyanānaṁ pubbapuriso. ||| From that day on the Kaṇhāyanas were proclaimed, and he was their founder.
Iti kho te, ambaṭṭha, porāṇaṁ mātāpettikaṁ nāmagottaṁ anussarato ayyaputtā sakyā bhavanti, dāsiputto tvamasi sakyānan”ti. ||| That’s how, recollecting the ancient name and clan of your mother and father, the Sakyans were the children of the masters, while you’re descended from the son of a slavegirl of the Sakyans.”
Evaṁ vutte, te māṇavakā bhagavantaṁ etadavocuṁ: ||| When he said this, those young students said to him,
“mā bhavaṁ gotamo ambaṭṭhaṁ atibāḷhaṁ dāsiputtavādena nimmādesi. ||| “Worthy Gotama, please don’t put Ambaṭṭha down too much by calling him the son of a slavegirl.
Sujāto ca, bho gotama, ambaṭṭho māṇavo, kulaputto ca ambaṭṭho māṇavo, bahussuto ca ambaṭṭho māṇavo, kalyāṇavākkaraṇo ca ambaṭṭho māṇavo, paṇḍito ca ambaṭṭho māṇavo, pahoti ca ambaṭṭho māṇavo bhotā gotamena saddhiṁ asmiṁ vacane paṭimantetun”ti. ||| He’s well-born, a gentleman, learned, who enunciates well, and is astute. He is capable of debating with the worthy Gotama about this.”
Atha kho bhagavā te māṇavake etadavoca: ||| So the Buddha said to them,
“sace kho tumhākaṁ māṇavakānaṁ evaṁ hoti: ||| “Well, young students, if you think that
‘dujjāto ca ambaṭṭho māṇavo, akulaputto ca ambaṭṭho māṇavo, appassuto ca ambaṭṭho māṇavo, akalyāṇavākkaraṇo ca ambaṭṭho māṇavo, duppañño ca ambaṭṭho māṇavo, na ca pahoti ambaṭṭho māṇavo samaṇena gotamena saddhiṁ asmiṁ vacane paṭimantetun’ti, tiṭṭhatu ambaṭṭho māṇavo, tumhe mayā saddhiṁ mantavho asmiṁ vacane. ||| Ambaṭṭha is ill-born, not a gentleman, unlearned, a poor speaker, witless, and not capable of debating with me about this, then leave him aside and you can debate with me.
Sace pana tumhākaṁ māṇavakānaṁ evaṁ hoti: ||| But if you think that
‘sujāto ca ambaṭṭho māṇavo, kulaputto ca ambaṭṭho māṇavo, bahussuto ca ambaṭṭho māṇavo, kalyāṇavākkaraṇo ca ambaṭṭho māṇavo, paṇḍito ca ambaṭṭho māṇavo, pahoti ca ambaṭṭho māṇavo samaṇena gotamena saddhiṁ asmiṁ vacane paṭimantetun’ti, tiṭṭhatha tumhe; ||| he’s well-born, a gentleman, learned, who enunciates well, is astute, and is capable of debating with me about this, then you should stand aside and let him debate with me.”
ambaṭṭho māṇavo mayā saddhiṁ paṭimantetū”ti.
“Sujāto ca, bho gotama, ambaṭṭho māṇavo, kulaputto ca ambaṭṭho māṇavo, bahussuto ca ambaṭṭho māṇavo, kalyāṇavākkaraṇo ca ambaṭṭho māṇavo, paṇḍito ca ambaṭṭho māṇavo, pahoti ca ambaṭṭho māṇavo bhotā gotamena saddhiṁ asmiṁ vacane paṭimantetuṁ, tuṇhī mayaṁ bhavissāma, ambaṭṭho māṇavo bhotā gotamena saddhiṁ asmiṁ vacane paṭimantetū”ti. ||| “He is capable of debating you. We will be silent, and let Ambaṭṭha debate with the worthy Gotama about this.”
Atha kho bhagavā ambaṭṭhaṁ māṇavaṁ etadavoca: ||| So the Buddha said to Ambaṭṭha,
“ayaṁ kho pana te, ambaṭṭha, sahadhammiko pañho āgacchati, akāmā byākātabbo. ||| “Well, Ambaṭṭha, there’s a legitimate question that comes up. You won’t like it, but you ought to answer anyway.
Sace tvaṁ na byākarissasi, aññena vā aññaṁ paṭicarissasi, tuṇhī vā bhavissasi, pakkamissasi vā ettheva te sattadhā muddhā phalissati. ||| If you fail to answer—by dodging the issue, remaining silent, or leaving—your head will explode into seven pieces right here.
Taṁ kiṁ maññasi, ambaṭṭha, ||| What do you think, Ambaṭṭha?
kinti te sutaṁ brāhmaṇānaṁ vuddhānaṁ mahallakānaṁ ācariyapācariyānaṁ bhāsamānānaṁ kutopabhutikā kaṇhāyanā, ko ca kaṇhāyanānaṁ pubbapuriso”ti? ||| According to what you have heard from elderly and senior brahmins, the tutors of tutors, what is the origin of the Kaṇhāyanas, and who is their founder?”
Evaṁ vutte, ambaṭṭho māṇavo tuṇhī ahosi. ||| When he said this, Ambaṭṭha kept silent.
Dutiyampi kho bhagavā ambaṭṭhaṁ māṇavaṁ etadavoca: ||| For a second time, the Buddha put the question,
“taṁ kiṁ maññasi, ambaṭṭha, kinti te sutaṁ brāhmaṇānaṁ vuddhānaṁ mahallakānaṁ ācariyapācariyānaṁ bhāsamānānaṁ kutopabhutikā kaṇhāyanā, ko ca kaṇhāyanānaṁ pubbapuriso”ti?
Dutiyampi kho ambaṭṭho māṇavo tuṇhī ahosi. ||| and for a second time Ambaṭṭha kept silent.
Atha kho bhagavā ambaṭṭhaṁ māṇavaṁ etadavoca: ||| So the Buddha said to him,
“byākarohi dāni, ambaṭṭha, na dāni, te tuṇhībhāvassa kālo. ||| “Answer now, Ambaṭṭha. Now is not the time for silence.
Yo kho, ambaṭṭha, tathāgatena yāvatatiyakaṁ sahadhammikaṁ pañhaṁ puṭṭho na byākaroti, etthevassa sattadhā muddhā phalissatī”ti. ||| If someone fails to answer a legitimate question when asked three times by the Buddha, their head explodes into seven pieces there and then.”
Tena kho pana samayena vajirapāṇī yakkho mahantaṁ ayokūṭaṁ ādāya ādittaṁ sampajjalitaṁ sajotibhūtaṁ ambaṭṭhassa māṇavassa upari vehāsaṁ ṭhito hoti: ||| Now at that time the spirit Vajirapāṇī, holding a massive iron spear, burning, blazing, and glowing, stood in the air above Ambaṭṭha, thinking,
“sacāyaṁ ambaṭṭho māṇavo bhagavatā yāvatatiyakaṁ sahadhammikaṁ pañhaṁ puṭṭho na byākarissati, etthevassa sattadhā muddhaṁ phālessāmī”ti. ||| “If this Ambaṭṭha doesn’t answer when asked a third time, I’ll blow his head into seven pieces there and then!”
Taṁ kho pana vajirapāṇiṁ yakkhaṁ bhagavā ceva passati ambaṭṭho ca māṇavo. ||| And both the Buddha and Ambaṭṭha could see Vajirapāṇī.
